truckid,driverid,event,Region,velocity,event_ind,idling_ind
A18,A18,normal,Simei,40,No,No
A99,A99,normal,Potong Pasir,34,No,No
A37,A37,normal,Tampines,45,No,No
A3,A3,normal,Jurong East,16,No,No
A93,A93,normal,Woodlands,55,No,No
A46,A46,normal,Boon Lay,55,No,No
A79,A79,normal,Novena,62,No,No
A88,A88,normal,Boon Lay,0,No,Yes
A58,A58,normal,Marsiling,31,No,No
A29,A29,normal,Toa Payoh,55,No,No
A27,A27,normal,Tampines,32,No,No
A18,A18,normal,Simei,19,No,No
A46,A46,normal,Bukit Batok,32,No,No
A41,A41,lane departure,Bouna Vista,74,Yes,No
A45,A45,normal,Yishun,40,No,No
A20,A20,normal,Admiralty,0,No,Yes
A37,A37,normal,Toa Payoh,33,No,No
A57,A57,normal,Alexandra,51,No,No
A50,A50,normal,Sengkang,0,No,Yes
A37,A37,normal,Woodlands,66,No,No
A95,A95,normal,Potong Pasir,0,No,Yes
A83,A83,normal,Bishan,56,No,No
A34,A34,normal,Marine Parade,21,No,No
A84,A84,normal,Alexandra,0,No,Yes
A57,A57,normal,Hougang,38,No,No
A75,A75,normal,Kent Ridge,20,No,No
A73,A73,normal,Hougang,34,No,No
A66,A66,normal,Queenstown,0,No,Yes
A80,A80,normal,Ang Mo Kio,55,No,No
A78,A78,normal,Tanglin,66,No,No
A45,A45,normal,Tampines,75,No,No
A11,A11,normal,Jurong East,29,No,No
A11,A11,normal,Queenstown,50,No,No
A10,A10,normal,Novena,25,No,No
A30,A30,normal,Alexandra,19,No,No
A54,A54,normal,Punggol,16,No,No
A29,A29,normal,Novena,15,No,No
A58,A58,normal,Hougang,35,No,No
A98,A98,normal,Jurong East,0,No,Yes
A79,A79,normal,Bishan,67,No,No
A65,A65,normal,Bukit Batok,0,No,Yes
A57,A57,normal,Jurong East,41,No,No
A87,A87,unsafe following distance,Novena,59,Yes,No
A88,A88,normal,Marine Parade,71,No,No
A22,A22,normal,Woodlands,0,No,Yes
A38,A38,normal,Alexandra,72,No,No
A36,A36,normal,Telok Blangah,21,No,No
A90,A90,normal,Telok Blangah,0,No,Yes
A59,A59,normal,Boon Lay,0,No,Yes
A38,A38,normal,Marine Parade,23,No,No
A69,A69,normal,Queenstown,0,No,Yes
A87,A87,normal,Novena,0,No,Yes
A70,A70,normal,Yishun,0,No,Yes
A68,A68,normal,Tampines,26,No,No
A28,A28,normal,Yio Chu Kang,50,No,No
A34,A34,normal,Jurong East,0,No,Yes
A96,A96,normal,Tampines,31,No,No
A29,A29,normal,Bukit Batok,64,No,No
A26,A26,normal,Bouna Vista,0,No,Yes
A7,A7,normal,Yishun,43,No,No
A59,A59,normal,Tampines,16,No,No
A31,A31,normal,Little India,45,No,No
A60,A60,normal,Woodlands,40,No,No
A45,A45,normal,Bouna Vista,0,No,Yes
A65,A65,normal,Queenstown,21,No,No
A100,A100,normal,Hougang,63,No,No
A7,A7,normal,Bukit Batok,58,No,No
A36,A36,normal,Little India,16,No,No
A34,A34,unsafe following distance,Yishun,27,Yes,No
A30,A30,normal,Yishun,0,No,Yes
A51,A51,normal,Teban Gardens,47,No,No
A34,A34,normal,Bukit Batok,42,No,No
A21,A21,normal,Tampines,37,No,No
A47,A47,normal,Yio Chu Kang,41,No,No
A44,A44,normal,Choa Chu Kang,58,No,No
A26,A26,normal,Tampines,40,No,No
A27,A27,normal,Yishun,0,No,Yes
A39,A39,normal,Tampines,37,No,No
A93,A93,normal,Queenstown,57,No,No
A20,A20,normal,Macpherson,48,No,No
A58,A58,normal,Yio Chu Kang,27,No,No
A89,A89,normal,Bukit Panjang,0,No,Yes
A45,A45,normal,Bouna Vista,35,No,No
A88,A88,normal,Bukit Batok,69,No,No
A11,A11,unsafe following distance,Tampines,28,Yes,No
A41,A41,normal,Kembangan,19,No,No
A48,A48,normal,Yio Chu Kang,44,No,No
A78,A78,normal,Teban Gardens,37,No,No
A99,A99,normal,Bouna Vista,0,No,Yes
A52,A52,normal,Aljunied,43,No,No
A41,A41,normal,Tampines,48,No,No
A20,A20,normal,Macpherson,64,No,No
A99,A99,normal,Woodlands,43,No,No
A68,A68,normal,Potong Pasir,60,No,No
A100,A100,normal,Boon Lay,0,No,Yes
A99,A99,normal,Yishun,55,No,No
A30,A30,normal,Marine Parade,69,No,No
A74,A74,normal,Queenstown,63,No,No
A29,A29,normal,Choa Chu Kang,55,No,No
A100,A100,normal,Paya Lebar,0,No,Yes
A71,A71,normal,Redhill,75,No,No
A9,A9,normal,Boon Lay,58,No,No
A12,A12,normal,Bukit Panjang,0,No,Yes
A64,A64,normal,Bukit Batok,42,No,No
A37,A37,normal,Bouna Vista,0,No,Yes
A37,A37,normal,Bouna Vista,54,No,No
A97,A97,normal,Teban Gardens,21,No,No
A17,A17,normal,Yio Chu Kang,56,No,No
A50,A50,normal,Paya Lebar,75,No,No
A24,A24,normal,Tanglin,40,No,No
A46,A46,normal,Hougang,24,No,No
A23,A23,normal,Paya Lebar,45,No,No
A34,A34,normal,Yishun,46,No,No
A67,A67,normal,Kovan,49,No,No
A70,A70,normal,Bukit Panjang,41,No,No
A32,A32,normal,Macpherson,40,No,No
A18,A18,normal,Potong Pasir,22,No,No
A32,A32,normal,Tanglin,73,No,No
A79,A79,normal,Toa Payoh,54,No,No
A32,A32,lane departure,Boon Keng,45,Yes,No
A32,A32,normal,Chai Chee,58,No,No
A11,A11,unsafe following distance,Marine Parade,0,Yes,Yes
A71,A71,normal,Choa Chu Kang,48,No,No
A15,A15,normal,Yishun,64,No,No
A73,A73,lane departure,Hougang,68,Yes,No
A25,A25,normal,Aljunied,51,No,No
A64,A64,normal,Bishan,21,No,No
A65,A65,normal,Yishun,60,No,No
A92,A92,normal,Boon Lay,47,No,No
A33,A33,normal,Toa Payoh,58,No,No
A35,A35,overspeed,Yishun,81,Yes,No
A74,A74,normal,Bukit Panjang,0,No,Yes
A22,A22,normal,Eunos,41,No,No
A89,A89,normal,Yio Chu Kang,32,No,No
A6,A6,normal,Toa Payoh,0,No,Yes
A97,A97,normal,Bukit Panjang,0,No,Yes
A9,A9,normal,Farrer Park,0,No,Yes
A71,A71,normal,Yishun,52,No,No
A17,A17,normal,Choa Chu Kang,31,No,No
A17,A17,normal,Little India,42,No,No
A18,A18,normal,Serangoon,33,No,No
A15,A15,normal,Yishun,15,No,No
A41,A41,lane departure,Simei,48,Yes,No
A4,A4,normal,Hougang,32,No,No
A61,A61,normal,Marine Parade,41,No,No
A65,A65,normal,Boon Lay,19,No,No
A36,A36,normal,Kovan,41,No,No
A30,A30,normal,Marine Parade,0,No,Yes
A6,A6,normal,Aljunied,73,No,No
A4,A4,normal,Potong Pasir,0,No,Yes
A52,A52,normal,Clementi,58,No,No
A2,A2,normal,Toa Payoh,0,No,Yes
A76,A76,normal,Potong Pasir,33,No,No
A11,A11,normal,Alexandra,21,No,No
A85,A85,normal,Little India,41,No,No
A50,A50,normal,Yishun,56,No,No
A78,A78,normal,Boon Lay,0,No,Yes
A54,A54,normal,Queenstown,60,No,No
A55,A55,normal,Macpherson,41,No,No
A85,A85,normal,Yishun,0,No,Yes
A35,A35,normal,Marsiling,48,No,No
A94,A94,normal,Kent Ridge,0,No,Yes
A88,A88,lane departure,Hougang,17,Yes,No
A81,A81,normal,Tampines,0,No,Yes
A77,A77,normal,Yishun,0,No,Yes
A92,A92,normal,Queenstown,62,No,No
A52,A52,overspeed,Bukit Gombak,91,Yes,No
A61,A61,normal,Queenstown,53,No,No
A10,A10,normal,Woodlands,56,No,No
A95,A95,normal,Yishun,54,No,No
A40,A40,normal,Kovan,43,No,No
A94,A94,normal,Bishan,34,No,No
A99,A99,normal,Eunos,70,No,No
A74,A74,normal,Queenstown,70,No,No
A54,A54,normal,Potong Pasir,0,No,Yes
A32,A32,normal,Chai Chee,40,No,No
A59,A59,normal,Tanglin,0,No,Yes
A42,A42,normal,Yishun,71,No,No
A2,A2,normal,Aljunied,29,No,No
A40,A40,normal,Farrer Park,0,No,Yes
A16,A16,normal,Admiralty,28,No,No
A49,A49,normal,Tampines,42,No,No
A74,A74,normal,Macpherson,54,No,No
A24,A24,normal,Macpherson,42,No,No
A55,A55,normal,Macpherson,16,No,No
A38,A38,normal,Bukit Batok,35,No,No
A78,A78,normal,Pasir Laba,33,No,No
A46,A46,normal,Sengkang,66,No,No
A27,A27,normal,Queenstown,44,No,No
A82,A82,normal,Chai Chee,0,No,Yes
A30,A30,normal,Ang Mo Kio,66,No,No
A79,A79,normal,Choa Chu Kang,0,No,Yes
A82,A82,normal,Tanglin,50,No,No
A44,A44,normal,Woodlands,27,No,No
A46,A46,normal,Bukit Batok,55,No,No
A23,A23,normal,Yishun,0,No,Yes
A66,A66,normal,Little India,36,No,No
A5,A5,normal,Macpherson,46,No,No
A45,A45,normal,Bukit Batok,54,No,No
A21,A21,normal,Kovan,25,No,No
A80,A80,normal,Yishun,75,No,No
A89,A89,normal,Newton,21,No,No
A70,A70,normal,Bukit Panjang,42,No,No
A72,A72,normal,Tampines,61,No,No
A77,A77,unsafe following distance,Bedok,54,Yes,No
A25,A25,normal,Pasir Ris,68,No,No
A51,A51,normal,Bukit Merah,0,No,Yes
A100,A100,normal,Yishun,67,No,No
A92,A92,normal,Hougang,67,No,No
A36,A36,normal,Telok Blangah,61,No,No
A9,A9,normal,Woodlands,0,No,Yes
A33,A33,normal,Novena,0,No,Yes
A94,A94,normal,Bishan,0,No,Yes
A62,A62,normal,Little India,0,No,Yes
A4,A4,lane departure,Yishun,68,Yes,No
A4,A4,lane departure,Newton,68,Yes,No
A94,A94,normal,Redhill,20,No,No
A51,A51,normal,Teban Gardens,70,No,No
A68,A68,normal,Kembangan,37,No,No
A65,A65,normal,Yishun,29,No,No
A45,A45,normal,Bouna Vista,73,No,No
A75,A75,unsafe following distance,Aljunied,55,Yes,No
A70,A70,normal,Yishun,30,No,No
A55,A55,normal,Chai Chee,57,No,No
A59,A59,lane departure,Woodlands,55,Yes,No
A75,A75,normal,Choa Chu Kang,0,No,Yes
A29,A29,normal,Sembawang,60,No,No
A43,A43,normal,Yishun,69,No,No
A45,A45,normal,Yishun,0,No,Yes
A34,A34,normal,Queenstown,0,No,Yes
A74,A74,normal,Boon Lay,0,No,Yes
A27,A27,normal,Yishun,55,No,No
A49,A49,normal,Bukit Batok,47,No,No
A37,A37,normal,Novena,25,No,No
A10,A10,normal,Novena,0,No,Yes
A52,A52,normal,Bishan,36,No,No
A99,A99,normal,Kembangan,74,No,No
A23,A23,normal,Yishun,39,No,No
A89,A89,normal,Tampines,27,No,No
A85,A85,normal,Tampines,39,No,No
A8,A8,normal,Little India,39,No,No
A50,A50,normal,Queenstown,59,No,No
A6,A6,normal,Novena,40,No,No
A59,A59,normal,Bishan,22,No,No
A58,A58,normal,Potong Pasir,65,No,No
A8,A8,normal,Potong Pasir,68,No,No
A75,A75,normal,Bishan,21,No,No
A18,A18,normal,Bouna Vista,54,No,No
A24,A24,normal,Bukit Panjang,0,No,Yes
A54,A54,normal,Yishun,56,No,No
A48,A48,normal,Yishun,0,No,Yes
A69,A69,normal,Queenstown,63,No,No
A11,A11,normal,Marine Parade,70,No,No
A17,A17,normal,Yishun,66,No,No
A79,A79,normal,Choa Chu Kang,67,No,No
A51,A51,normal,Pasir Laba,71,No,No
A12,A12,normal,Yishun,69,No,No
A58,A58,normal,Yishun,0,No,Yes
A53,A53,normal,Bukit Batok,68,No,No
A27,A27,normal,Tampines,37,No,No
A66,A66,normal,Clementi,67,No,No
A35,A35,normal,Tampines,42,No,No
A54,A54,normal,Tampines,35,No,No
A40,A40,normal,Chai Chee,73,No,No
A72,A72,normal,Yishun,0,No,Yes
A72,A72,normal,Serangoon,33,No,No
A18,A18,normal,Serangoon,0,No,Yes
A90,A90,normal,Bishan,70,No,No
A20,A20,normal,Yio Chu Kang,50,No,No
A86,A86,normal,Pasir Laba,48,No,No
A9,A9,normal,Chai Chee,0,No,Yes
A34,A34,normal,Geylang,60,No,No
A5,A5,normal,Woodlands,24,No,No
A65,A65,normal,Hougang,21,No,No
A89,A89,normal,Marsiling,71,No,No
A22,A22,normal,Yishun,33,No,No
A92,A92,normal,Marine Parade,0,No,Yes
A79,A79,normal,Novena,0,No,Yes
A83,A83,unsafe following distance,Choa Chu Kang,40,Yes,No
A85,A85,normal,Newton,21,No,No
A1,A1,normal,Pasir Laba,60,No,No
A67,A67,normal,Pasir Laba,73,No,No
A26,A26,normal,Ang Mo Kio,33,No,No
A63,A63,normal,Little India,39,No,No
A98,A98,normal,Bishan,40,No,No
A98,A98,normal,Woodlands,27,No,No
A30,A30,lane departure,Jurong East,41,Yes,No
A88,A88,normal,Geylang,0,No,Yes
A75,A75,normal,Toa Payoh,61,No,No
A26,A26,normal,Kembangan,36,No,No
A20,A20,lane departure,Queenstown,45,Yes,No
A99,A99,unsafe following distance,Serangoon,62,Yes,No
A32,A32,normal,Tanglin,46,No,No
A48,A48,normal,Redhill,37,No,No
A76,A76,normal,Eunos,28,No,No
A5,A5,normal,Boon Lay,0,No,Yes
A74,A74,normal,Clementi,51,No,No
A38,A38,normal,Bukit Batok,33,No,No
A89,A89,normal,Yishun,23,No,No
A24,A24,normal,Macpherson,0,No,Yes
A72,A72,normal,Serangoon,61,No,No
A7,A7,normal,Tampines,32,No,No
A61,A61,normal,Queenstown,33,No,No
A49,A49,normal,Potong Pasir,0,No,Yes
A48,A48,normal,Kovan,0,No,Yes
A93,A93,normal,Queenstown,43,No,No
A36,A36,normal,Woodlands,23,No,No
A40,A40,normal,Woodlands,61,No,No
A79,A79,normal,Choa Chu Kang,22,No,No
A3,A3,normal,Bukit Batok,42,No,No
A35,A35,normal,Tampines,50,No,No
A95,A95,normal,Tampines,61,No,No
A68,A68,normal,Chai Chee,44,No,No
A23,A23,normal,Queenstown,19,No,No
A88,A88,normal,Bukit Batok,70,No,No
A75,A75,normal,Redhill,0,No,Yes
A31,A31,normal,Tampines,65,No,No
A97,A97,normal,Yio Chu Kang,22,No,No
A1,A1,normal,Tanglin,0,No,Yes
A72,A72,normal,Yishun,0,No,Yes
A95,A95,normal,Chai Chee,55,No,No
A61,A61,lane departure,Marine Parade,55,Yes,No
A11,A11,normal,Yishun,64,No,No
A1,A1,normal,Teban Gardens,51,No,No
A55,A55,normal,Boon Keng,0,No,Yes
A9,A9,normal,Pasir Laba,0,No,Yes
A42,A42,normal,Hougang,58,No,No
A76,A76,normal,Potong Pasir,0,No,Yes
A34,A34,normal,Yishun,0,No,Yes
A66,A66,unsafe following distance,Clementi,0,Yes,Yes
A26,A26,normal,Potong Pasir,71,No,No
A8,A8,normal,Admiralty,45,No,No
A98,A98,normal,Clementi,64,No,No
A22,A22,normal,Tampines,36,No,No
A4,A4,normal,Potong Pasir,27,No,No
A52,A52,normal,Aljunied,61,No,No
A60,A60,normal,Choa Chu Kang,50,No,No
A81,A81,normal,Tampines,45,No,No
A2,A2,normal,Bishan,21,No,No
A76,A76,normal,Jurong East,0,No,Yes
A1,A1,normal,Boon Keng,0,No,Yes
A87,A87,normal,Yishun,62,No,No
A87,A87,normal,Simei,42,No,No
A11,A11,normal,Yishun,34,No,No
A57,A57,normal,Marine Parade,45,No,No
A17,A17,normal,Woodlands,62,No,No
A12,A12,overspeed,Newton,78,Yes,No
A59,A59,normal,Tampines,68,No,No
A62,A62,normal,Newton,51,No,No
A42,A42,normal,Queenstown,31,No,No
A37,A37,normal,Bukit Batok,31,No,No
A73,A73,normal,Sengkang,74,No,No
A53,A53,normal,Yishun,55,No,No
A75,A75,normal,Choa Chu Kang,33,No,No
A91,A91,normal,Tampines,0,No,Yes
A100,A100,normal,Yishun,24,No,No
A96,A96,normal,Yishun,31,No,No
A42,A42,normal,Hougang,0,No,Yes
A15,A15,normal,Alexandra,43,No,No
A43,A43,normal,Bukit Panjang,36,No,No
A93,A93,normal,Queenstown,0,No,Yes
A52,A52,normal,Aljunied,53,No,No
A83,A83,normal,Choa Chu Kang,47,No,No
A98,A98,normal,Kovan,0,No,Yes
A62,A62,normal,Bukit Panjang,27,No,No
A91,A91,normal,Bouna Vista,15,No,No
A4,A4,normal,Yishun,45,No,No
A44,A44,normal,Pasir Ris,0,No,Yes
A31,A31,normal,Punggol,35,No,No
A99,A99,normal,Ang Mo Kio,57,No,No
A10,A10,normal,Bishan,21,No,No
A22,A22,normal,Tampines,52,No,No
A21,A21,normal,Little India,0,No,Yes
A31,A31,normal,Bedok,31,No,No
A96,A96,normal,Yishun,62,No,No
A5,A5,normal,Farrer Park,75,No,No
A20,A20,normal,Clementi,66,No,No
A2,A2,normal,Kent Ridge,42,No,No
A11,A11,normal,Tampines,0,No,Yes
A16,A16,normal,Macpherson,56,No,No
A18,A18,normal,Yishun,58,No,No
A29,A29,normal,Redhill,15,No,No
A76,A76,normal,Ang Mo Kio,58,No,No
A59,A59,unsafe following distance,Farrer Park,24,Yes,No
A85,A85,normal,Yishun,64,No,No
A63,A63,normal,Pasir Laba,0,No,Yes
A2,A2,normal,Woodlands,0,No,Yes
A36,A36,normal,Chai Chee,18,No,No
A68,A68,normal,Chai Chee,32,No,No
A67,A67,normal,Woodlands,41,No,No
A88,A88,normal,Hougang,75,No,No
A31,A31,normal,Little India,28,No,No
A5,A5,normal,Boon Lay,75,No,No
A100,A100,normal,Paya Lebar,17,No,No
A74,A74,normal,Clementi,39,No,No
A54,A54,normal,Punggol,71,No,No
A9,A9,normal,Tanglin,20,No,No
A62,A62,normal,Yio Chu Kang,16,No,No
A94,A94,normal,Kent Ridge,74,No,No
A36,A36,normal,Farrer Park,37,No,No
A47,A47,normal,Queenstown,0,No,Yes
A87,A87,normal,Bukit Batok,70,No,No
A54,A54,lane departure,Yishun,41,Yes,No
A51,A51,normal,Yishun,0,No,Yes
A16,A16,normal,Yio Chu Kang,39,No,No
A46,A46,normal,Hougang,27,No,No
A78,A78,normal,Tanglin,52,No,No
A70,A70,normal,Yio Chu Kang,42,No,No
A15,A15,normal,Tampines,38,No,No
A83,A83,normal,Woodlands,27,No,No
A28,A28,unsafe following distance,Tanglin,54,Yes,No
A22,A22,normal,Serangoon,75,No,No
A91,A91,normal,Toa Payoh,16,No,No
A9,A9,normal,Tampines,55,No,No
A92,A92,normal,Sengkang,41,No,No
A19,A19,normal,Hougang,0,No,Yes
A28,A28,normal,Chai Chee,0,No,Yes
A33,A33,normal,Clementi,0,No,Yes
A11,A11,normal,Geylang,55,No,No
A80,A80,normal,Eunos,0,No,Yes
A51,A51,normal,Pasir Laba,18,No,No
A5,A5,normal,Bukit Panjang,60,No,No
A15,A15,normal,Bukit Batok,21,No,No
A14,A14,normal,Serangoon,52,No,No
A60,A60,normal,Bukit Gombak,0,No,Yes
A67,A67,normal,Bishan,57,No,No
A25,A25,normal,Pasir Ris,56,No,No
A4,A4,normal,Bedok,0,No,Yes
A46,A46,normal,Boon Lay,0,No,Yes
A78,A78,normal,Telok Blangah,0,No,Yes
A88,A88,normal,Yishun,56,No,No
A65,A65,normal,Boon Lay,19,No,No
A72,A72,normal,Bouna Vista,26,No,No
A7,A7,normal,Tampines,28,No,No
A96,A96,normal,Yishun,45,No,No
A72,A72,normal,Bouna Vista,32,No,No
A43,A43,normal,Little India,69,No,No
A95,A95,normal,Eunos,19,No,No
A77,A77,normal,Marsiling,24,No,No
A41,A41,normal,Yishun,57,No,No
A47,A47,normal,Bukit Merah,45,No,No
A35,A35,normal,Newton,32,No,No
A39,A39,normal,Tampines,55,No,No
A8,A8,normal,Potong Pasir,55,No,No
A2,A2,normal,Jurong East,26,No,No
A71,A71,lane departure,Kovan,24,Yes,No
A82,A82,normal,Teban Gardens,39,No,No
A75,A75,normal,Aljunied,42,No,No
A47,A47,normal,Clementi,43,No,No
A3,A3,normal,Jurong East,71,No,No
A77,A77,normal,Yishun,66,No,No
A63,A63,normal,Woodlands,43,No,No
A59,A59,normal,Boon Keng,55,No,No
A11,A11,normal,Tampines,69,No,No
A47,A47,normal,Macpherson,63,No,No
A39,A39,normal,Newton,66,No,No
A43,A43,normal,Bukit Merah,23,No,No
A22,A22,unsafe following distance,Yishun,0,Yes,Yes
A90,A90,normal,Bishan,59,No,No
A29,A29,normal,Toa Payoh,53,No,No
A47,A47,normal,Yio Chu Kang,45,No,No
A79,A79,normal,Clementi,16,No,No
A23,A23,normal,Newton,47,No,No
A18,A18,lane departure,Woodlands,55,Yes,No
A81,A81,lane departure,Tampines,68,Yes,No
A92,A92,normal,Yishun,41,No,No
A96,A96,normal,Sengkang,0,No,Yes
A52,A52,normal,Kent Ridge,0,No,Yes
A93,A93,normal,Woodlands,51,No,No
A1,A1,normal,Tanglin,23,No,No
A70,A70,normal,Yishun,0,No,Yes
A41,A41,normal,Bukit Batok,42,No,No
A38,A38,normal,Queenstown,54,No,No
A86,A86,normal,Tanglin,55,No,No
A42,A42,normal,Queenstown,0,No,Yes
A17,A17,normal,Yishun,57,No,No
A61,A61,normal,Marine Parade,50,No,No
A11,A11,normal,Yishun,40,No,No
A16,A16,normal,Newton,0,No,Yes
A90,A90,normal,Bishan,0,No,Yes
A88,A88,lane departure,Jurong East,68,Yes,No
A55,A55,normal,Chai Chee,71,No,No
A72,A72,normal,Bouna Vista,54,No,No
A28,A28,normal,Farrer Park,48,No,No
A61,A61,normal,Marine Parade,56,No,No
A51,A51,normal,Yishun,47,No,No
A44,A44,normal,Choa Chu Kang,21,No,No
A47,A47,normal,Little India,71,No,No
A71,A71,normal,Jurong East,60,No,No
A97,A97,normal,Bukit Merah,37,No,No
A26,A26,normal,Yishun,25,No,No
A70,A70,normal,Clementi,41,No,No
A74,A74,normal,Bukit Merah,69,No,No
A76,A76,normal,Eunos,0,No,Yes
A18,A18,normal,Simei,0,No,Yes
A99,A99,normal,Yishun,39,No,No
A5,A5,normal,Boon Lay,55,No,No
A51,A51,normal,Boon Keng,51,No,No
A18,A18,normal,Yishun,52,No,No
A97,A97,normal,Yishun,0,No,Yes
A16,A16,normal,Yio Chu Kang,0,No,Yes
A64,A64,normal,Novena,60,No,No
A33,A33,normal,Toa Payoh,18,No,No
A48,A48,normal,Yishun,0,No,Yes
A35,A35,normal,Punggol,74,No,No
A24,A24,normal,Yishun,75,No,No
A85,A85,normal,Tampines,36,No,No
A96,A96,normal,Queenstown,39,No,No
A28,A28,normal,Boon Keng,60,No,No
A6,A6,normal,Simei,58,No,No
A93,A93,normal,Newton,48,No,No
A23,A23,normal,Boon Lay,71,No,No
A88,A88,normal,Yishun,33,No,No
A42,A42,normal,Bukit Batok,54,No,No
A87,A87,normal,Novena,16,No,No
A49,A49,normal,Chai Chee,17,No,No
A38,A38,normal,Tampines,37,No,No
A20,A20,normal,Yishun,18,No,No
A82,A82,normal,Bishan,68,No,No
A21,A21,normal,Yio Chu Kang,25,No,No
A95,A95,lane departure,Potong Pasir,68,Yes,No
A12,A12,normal,Yio Chu Kang,0,No,Yes
A56,A56,normal,Clementi,48,No,No
A37,A37,normal,Bishan,75,No,No
A78,A78,normal,Woodlands,73,No,No
A99,A99,normal,Chai Chee,59,No,No
A87,A87,normal,Bouna Vista,0,No,Yes
A74,A74,normal,Boon Lay,18,No,No
A81,A81,normal,Yishun,21,No,No
A28,A28,normal,Yishun,38,No,No
A83,A83,normal,Novena,0,No,Yes
A20,A20,normal,Queenstown,54,No,No
A8,A8,normal,Yishun,0,No,Yes
A25,A25,normal,Yio Chu Kang,0,No,Yes
A50,A50,lane departure,Punggol,48,Yes,No
A36,A36,normal,Kovan,45,No,No
A21,A21,normal,Toa Payoh,0,No,Yes
A31,A31,normal,Yishun,20,No,No
A94,A94,normal,Jurong East,35,No,No
A94,A94,normal,Woodlands,53,No,No
A53,A53,normal,Eunos,37,No,No
A48,A48,normal,Woodlands,0,No,Yes
A76,A76,normal,Potong Pasir,56,No,No
A44,A44,normal,Bishan,39,No,No
A61,A61,normal,Yishun,43,No,No
A36,A36,normal,Farrer Park,31,No,No
A96,A96,normal,Sengkang,48,No,No
A5,A5,normal,Tanglin,37,No,No
A78,A78,normal,Little India,70,No,No
A43,A43,normal,Yishun,0,No,Yes
A57,A57,normal,Jurong East,60,No,No
A96,A96,normal,Paya Lebar,0,No,Yes
A83,A83,normal,Toa Payoh,42,No,No
A83,A83,normal,Novena,61,No,No
A52,A52,normal,Sembawang,47,No,No
A45,A45,normal,Chai Chee,56,No,No
A26,A26,normal,Ang Mo Kio,48,No,No
A25,A25,normal,Toa Payoh,40,No,No
A12,A12,normal,Yishun,52,No,No
A37,A37,normal,Bishan,0,No,Yes
A24,A24,normal,Yio Chu Kang,66,No,No
A88,A88,normal,Yishun,63,No,No
A91,A91,normal,Tampines,46,No,No
A16,A16,normal,Little India,26,No,No
A71,A71,normal,Kovan,0,No,Yes
A53,A53,normal,Ang Mo Kio,0,No,Yes
A77,A77,normal,Potong Pasir,26,No,No
A98,A98,normal,Toa Payoh,75,No,No
A18,A18,normal,Yishun,46,No,No
A9,A9,normal,Telok Blangah,0,No,Yes
A94,A94,normal,Choa Chu Kang,21,No,No
A38,A38,normal,Alexandra,0,No,Yes
A4,A4,normal,Yishun,16,No,No
A71,A71,normal,Bishan,0,No,Yes
A34,A34,normal,Marine Parade,71,No,No
A46,A46,normal,Newton,63,No,No
A87,A87,normal,Bukit Gombak,19,No,No
A66,A66,normal,Clementi,0,No,Yes
A35,A35,normal,Yishun,21,No,No
A90,A90,normal,Jurong East,57,No,No
A10,A10,normal,Clementi,32,No,No
A39,A39,normal,Little India,33,No,No
A35,A35,normal,Yio Chu Kang,64,No,No
A62,A62,normal,Potong Pasir,45,No,No
A69,A69,normal,Queenstown,0,No,Yes
A57,A57,unsafe following distance,Yishun,54,Yes,No
A64,A64,normal,Bukit Gombak,56,No,No
A98,A98,normal,Kovan,34,No,No
A66,A66,normal,Admiralty,32,No,No
A9,A9,normal,Boon Keng,22,No,No
A43,A43,normal,Clementi,64,No,No
A5,A5,normal,Bukit Panjang,68,No,No
A92,A92,normal,Sengkang,17,No,No
A98,A98,normal,Bishan,58,No,No
A98,A98,normal,Choa Chu Kang,0,No,Yes
A12,A12,normal,Tampines,0,No,Yes
A65,A65,normal,Bukit Batok,67,No,No
A98,A98,normal,Yio Chu Kang,74,No,No
A12,A12,normal,Yishun,33,No,No
A71,A71,normal,Kovan,0,No,Yes
A34,A34,normal,Yishun,36,No,No
A76,A76,normal,Tampines,75,No,No
A49,A49,normal,Eunos,0,No,Yes
A53,A53,normal,Serangoon,35,No,No
A93,A93,normal,Little India,32,No,No
A86,A86,normal,Bishan,40,No,No
A31,A31,unsafe following distance,Yishun,53,Yes,No
A44,A44,normal,Woodlands,0,No,Yes
A10,A10,normal,Woodlands,0,No,Yes
A93,A93,normal,Yio Chu Kang,73,No,No
A29,A29,normal,Sembawang,21,No,No
A81,A81,unsafe following distance,Tampines,38,Yes,No
A80,A80,normal,Potong Pasir,68,No,No
A15,A15,normal,Geylang,52,No,No
A76,A76,normal,Chai Chee,21,No,No
A77,A77,normal,Newton,62,No,No
A38,A38,normal,Yishun,57,No,No
A27,A27,normal,Bedok,55,No,No
A12,A12,normal,Marsiling,0,No,Yes
A93,A93,normal,Yio Chu Kang,59,No,No
A87,A87,normal,Woodlands,27,No,No
A24,A24,normal,Pasir Laba,0,No,Yes
A86,A86,normal,Pasir Laba,0,No,Yes
A2,A2,normal,Jurong East,0,No,Yes
A71,A71,unsafe following distance,Yio Chu Kang,31,Yes,No
A9,A9,normal,Pasir Laba,0,No,Yes
A62,A62,normal,Tampines,40,No,No
A80,A80,normal,Bukit Batok,28,No,No
A7,A7,normal,Geylang,36,No,No
A11,A11,normal,Yishun,47,No,No
A43,A43,normal,Queenstown,57,No,No
A76,A76,normal,Jurong East,0,No,Yes
A75,A75,normal,Kent Ridge,69,No,No
A61,A61,normal,Tampines,61,No,No
